date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2014-03-17T00:00:00.000Z,1192.1,1197.07,1178.11,1179.25,4319800,29.8205521683,29.9448774298,29.4705903154,29.4991075786,172258607,0.0,1.0
2014-03-18T00:00:00.000Z,1211.26,1211.53,1193.06,1194.67,3626300,30.2998423114,30.3065964,29.8445667057,29.8848410862,144604238,0.0,1.0
2014-03-19T00:00:00.000Z,1199.25,1211.99,1194.41,1211.8,3222500,29.9994104419,30.3181033659,29.878337149,30.3133504887,128502098,0.0,1.0
2014-03-20T00:00:00.000Z,1197.16,1209.61,1195.36,1199.95,3366000,29.9471287927,30.2585673251,29.902101535,30.0169210422,134224379,0.0,1.0
2014-03-21T00:00:00.000Z,1183.04,1209.63,1182.45,1206.31,6410500,29.5939149712,30.259067628,29.5791560367,30.1760173527,255628456,0.0,1.0
2014-03-24T00:00:00.000Z,1157.93,1184.9,1145.95,1184.19,6068100,28.9657847263,29.6404431375,28.6661033112,29.6226823859,241974734,0.0,1.0
2014-03-25T00:00:00.000Z,1158.72,1169.84,1147.0,1166.0,4815500,28.9855466894,29.2637150814,28.6923692115,29.1676569317,192025400,0.0,1.0
2014-03-26T00:00:00.000Z,1131.97,1171.57,1131.5,1162.01,5154800,28.3163916097,29.3069912791,28.3046344924,29.0678465104,205555505,0.0,1.0
2014-03-27T00:00:00.000Z,1114.28,1131.94,1102.1,1130.85,7636700,27.8738737271,28.3156411554,27.5691892833,28.2883746494,304525049,0.0,1.0
2014-03-28T00:00:00.000Z,1120.15,1133.19,1117.77,1119.0,4513200,28.0207126175,28.3469100844,27.9611765768,27.9919452029,179970727,0.0,1.0
2014-03-31T00:00:00.000Z,1114.51,1135.0,1112.85,1130.4,3880700,27.87962721,28.3921874935,27.8381020724,28.2771178349,154748826,0.0,1.0
2014-04-01T00:00:00.000Z,1134.89,1137.5,1118.0,1120.27,2181000,28.3894358278,28.4547253514,27.9669300597,28.0237144347,86970698,0.0,1.0
2014-04-02T00:00:00.000Z,1135.1,1144.8,1124.0,1141.9,4168000,28.3946890078,28.6373358965,28.1170209187,28.5647919814,166205351,0.0,1.0
2014-04-03T00:00:00.000Z,571.5,588.3,566.01,573.39,4018300,28.5040469212,29.3419611614,28.2302285177,28.5983122732,80366000,567.971668498,1.0
2014-04-04T00:00:00.000Z,545.25,579.7173,544.494,578.55,5363700,27.1948059209,28.9138917239,27.1570997801,28.855671647,107274000,0.0,1.0
2014-04-07T00:00:00.000Z,540.63,549.85,530.53,544.79,3961600,26.9643795048,27.42423482,26.4606334437,27.171863031,79232000,0.0,1.0
2014-04-08T00:00:00.000Z,557.51,559.88,544.7,545.05,3482500,27.8062838128,27.9244895717,27.1673742047,27.1848307513,69650000,0.0,1.0
2014-04-09T00:00:00.000Z,567.04,567.8,555.38,565.84,3031600,28.2816006407,28.3195062849,27.7000482574,28.2217496236,60632000,0.0,1.0
2014-04-10T00:00:00.000Z,546.69,568.21,545.5,568.0,3294500,27.2666271415,28.3399553825,27.2072748828,28.3294814545,65890000,0.0,1.0
2014-04-11T00:00:00.000Z,537.76,547.59,533.4,537.94,3174700,26.8212358221,27.3115154043,26.6037771264,26.8302134747,63494000,0.0,1.0
2014-04-14T00:00:00.000Z,545.2,553.02,540.52,543.66,2541200,27.1923121285,27.582341257,26.9588931616,27.1155033231,50824000,0.0,1.0
2014-04-15T00:00:00.000Z,548.7,552.89,530.64,551.0,3997800,27.3668775952,27.5758573968,26.466119787,27.4815920447,79956000,0.0,1.0
2014-04-16T00:00:00.000Z,563.9,564.0,553.1,557.7,4582200,28.1249904792,28.1299780639,27.5863313248,27.8157602239,91644000,0.0,1.0
2014-04-17T00:00:00.000Z,543.34,557.0,539.4,556.32,5614700,27.0995430519,27.7808471305,26.9030322122,27.7469315541,112294000,0.0,1.0
2014-04-21T00:00:00.000Z,539.37,544.0,534.0,544.0,2425100,26.9015359368,27.1324611113,26.633702635,27.1324611113,48502000,0.0,1.0
2014-04-22T00:00:00.000Z,545.5,547.995,536.0,536.0,2331100,27.2072748828,27.3317151226,26.7334543303,26.7334543303,46622000,0.0,1.0
2014-04-23T00:00:00.000Z,537.51,544.8,528.1277,543.67,1955700,26.8087668602,27.1723617894,26.340816695,27.1160020816,39114000,0.0,1.0
2014-04-24T00:00:00.000Z,534.44,542.5,531.0,541.69,2067400,26.655648008,27.0576473399,26.4840750921,27.0172479033,41348000,0.0,1.0
2014-04-25T00:00:00.000Z,523.1,533.86,522.5,532.26,2370000,26.0900558958,26.6267200163,26.0601303873,26.5469186601,47400000,0.0,1.0
2014-04-28T00:00:00.000Z,522.98,525.9,511.0,525.8,3752800,26.0840707941,26.2297082692,25.4865581395,26.2247206844,75056000,0.0,1.0
2014-04-29T00:00:00.000Z,536.33,537.76,523.0,523.89,2535200,26.74991336,26.8212358221,26.0850683111,26.1294578155,50704000,0.0,1.0
2014-04-30T00:00:00.000Z,534.88,536.34,529.09,535.12,2038500,26.6775933809,26.7504121185,26.3888122231,26.6895635844,40770000,0.0,1.0
2014-05-01T00:00:00.000Z,538.53,539.91,532.86,534.25,2004300,26.8596402248,26.9284688945,26.5768441687,26.6461715969,40086000,0.0,1.0
2014-05-02T00:00:00.000Z,533.87,542.4,533.27,541.44,1780800,26.6272187748,27.0526597551,26.5972932662,27.0047789414,35616000,0.0,1.0
2014-05-05T00:00:00.000Z,535.33,535.72,527.58,530.24,1228400,26.7000375124,26.7194890929,26.3134996932,26.4461694479,24568000,0.0,1.0
2014-05-06T00:00:00.000Z,522.57,534.548,522.2601,533.41,1835000,26.0636216966,26.6610345995,26.0481651714,26.6042758849,36700000,0.0,1.0
2014-05-07T00:00:00.000Z,518.0,524.43,511.09,523.25,3074300,25.8356890729,26.1563907732,25.4910469658,26.097537273,61486000,0.0,1.0
2014-05-08T00:00:00.000Z,520.17,527.35,514.46,515.72,2452000,25.9439196623,26.3020282483,25.6591285723,25.7219721403,49040000,0.0,1.0
2014-05-09T00:00:00.000Z,526.62,527.35,514.28,518.65,2261200,26.2656188795,26.3020282483,25.6501509197,25.8681083739,45224000,0.0,1.0
2014-05-12T00:00:00.000Z,538.43,538.75,527.51,531.84,1948400,26.85465264,26.8706129113,26.3100083839,26.5259708041,38968000,0.0,1.0
2014-05-13T00:00:00.000Z,541.54,543.99,537.9,539.58,2012000,27.0097665262,27.1319623529,26.8282184408,26.9120098648,40240000,0.0,1.0
2014-05-14T00:00:00.000Z,534.41,541.82,533.11,541.82,1280900,26.6541517325,27.0237317635,26.5893131306,27.0237317635,25618000,0.0,1.0
2014-05-15T00:00:00.000Z,529.12,533.9999,525.31,533.14,1832900,26.3903084986,26.6336976474,26.2002815191,26.5908094061,36658000,0.0,1.0
2014-05-16T00:00:00.000Z,528.3,530.84,523.57,529.6,1907700,26.3494103035,26.4760949565,26.1134975442,26.4142489054,38154000,0.0,1.0
2014-05-19T00:00:00.000Z,538.83,539.35,525.66,528.88,1976500,26.8746029791,26.9005384198,26.2177380658,26.3783382951,39530000,0.0,1.0
2014-05-20T00:00:00.000Z,540.39,546.35,536.57,540.0,2425300,26.9524093014,27.2496693533,26.7618835634,26.9329577208,48506000,0.0,1.0
2014-05-21T00:00:00.000Z,549.7,549.75,542.11,542.9,1564700,27.4167534428,27.4192472352,27.0381957593,27.0775976789,31294000,0.0,1.0
2014-05-22T00:00:00.000Z,555.45,557.96,551.0,552.2,2149700,27.7035395667,27.8287279443,27.4815920447,27.5414430619,42994000,0.0,1.0
2014-05-23T00:00:00.000Z,563.8,565.0,554.17,558.13,2672500,28.1200028944,28.1798539116,27.6396984817,27.8372068384,53450000,0.0,1.0
2014-05-27T00:00:00.000Z,574.87,574.87,564.15,567.78,2185800,28.6721285277,28.6721285277,28.1374594411,28.318508768,43716000,0.0,1.0
2014-05-28T00:00:00.000Z,570.45,577.66,569.952,574.57,1581600,28.4516772812,28.8112821426,28.426839109,28.6571657734,31632000,0.0,1.0
2014-05-29T00:00:00.000Z,570.56,573.48,568.4525,573.39,1411100,28.4571636244,28.6028010995,28.3520502755,28.5983122732,28222000,0.0,1.0
2014-05-30T00:00:00.000Z,571.65,572.58,565.79,571.64,1871700,28.5115282983,28.5579128366,28.2192558312,28.5110295399,37434000,0.0,1.0
2014-06-02T00:00:00.000Z,564.34,570.41,556.7,569.75,1660500,28.1469358521,28.4496822473,27.7658843762,28.4167641878,33210000,0.0,1.0
2014-06-03T00:00:00.000Z,554.51,562.4,552.5275,560.9,2031300,27.6566562699,28.0501767077,27.557777402,27.9753629363,40626000,0.0,1.0
2014-06-04T00:00:00.000Z,553.76,558.58,548.56,551.52,1729100,27.6192493842,27.8596509698,27.3598949765,27.5075274855,34582000,0.0,1.0
2014-06-05T00:00:00.000Z,564.93,565.0,555.05,557.11,1793400,28.1763626022,28.1798539116,27.6835892277,27.7863334738,35868000,0.0,1.0
2014-06-06T00:00:00.000Z,566.03,568.7999,559.58,568.16,1740200,28.2312260346,28.369377145,27.9095268174,28.3374615901,34804000,0.0,1.0
2014-06-09T00:00:00.000Z,570.73,572.0,565.22,566.75,1529700,28.4656425185,28.528984845,28.1908265981,28.2671366449,30594000,0.0,1.0
2014-06-10T00:00:00.000Z,568.3,572.0,566.13,568.78,1483800,28.3444442088,28.528984845,28.2362136194,28.3683846156,29676000,0.0,1.0
2014-06-11T00:00:00.000Z,567.5,568.97,563.68,565.92,1129000,28.3045435307,28.3778610267,28.1140177927,28.2257396914,22580000,0.0,1.0
2014-06-12T00:00:00.000Z,559.5,567.0,557.15,567.0,1546500,27.9055367496,28.2796056068,27.7883285077,28.2796056068,30930000,0.0,1.0
2014-06-13T00:00:00.000Z,560.35,560.65,553.72,560.08,1353300,27.9479312201,27.9628939744,27.6172543503,27.9344647412,27066000,0.0,1.0
2014-06-16T00:00:00.000Z,552.3,557.99,550.0,557.25,1938500,27.5464306467,27.8302242197,27.4317161971,27.7933160924,38770000,0.0,1.0
2014-06-17T00:00:00.000Z,550.615,553.74,547.47,552.36,1477600,27.4623898434,27.6182518673,27.3055303026,27.5494231975,29552000,0.0,1.0
2014-06-18T00:00:00.000Z,560.66,561.4,551.58,552.8,2060600,27.9633927329,28.0003008601,27.5105200364,27.5713685705,41212000,0.0,1.0
2014-06-19T00:00:00.000Z,564.99,565.0,556.6679,561.15,2627400,28.1793551531,28.1798539116,27.7642833615,27.9878318982,52548000,0.0,1.0
2014-06-20T00:00:00.000Z,566.52,566.77,559.37,566.45,3160600,28.2556652,28.2681341619,27.8990528894,28.2521738906,63212000,0.0,1.0
2014-06-23T00:00:00.000Z,574.29,574.44,563.5,564.35,1722800,28.6432005361,28.6506819132,28.1050401401,28.1474346106,34456000,0.0,1.0
2014-06-24T00:00:00.000Z,572.54,582.25,569.16,574.22,2844300,28.5559178027,29.0402122832,28.3873374377,28.6397092267,56886000,0.0,1.0
2014-06-25T00:00:00.000Z,585.93,587.3,573.26,573.55,2114700,29.2237554025,29.2920853138,28.591828413,28.6062924088,42294000,0.0,1.0
2014-06-26T00:00:00.000Z,584.77,589.6,579.6,589.3,2002300,29.1658994192,29.4067997633,28.908041287,29.391837009,40046000,0.0,1.0
2014-06-27T00:00:00.000Z,585.69,587.88,582.62,585.45,2021300,29.2117851991,29.3210133054,29.0586663468,29.1998149956,40426000,0.0,1.0
2014-06-30T00:00:00.000Z,584.67,587.71,583.29,586.76,1478900,29.1609118345,29.3125344113,29.0920831648,29.265152356,29578000,0.0,1.0
2014-07-01T00:00:00.000Z,591.49,593.66,586.29,587.65,1643200,29.5010651153,29.6092957047,29.2417107076,29.3095418604,32864000,0.0,1.0
2014-07-02T00:00:00.000Z,590.78,594.15,589.11,592.26,1195800,29.4656532635,29.63373487,29.382360598,29.539469518,23916000,0.0,1.0
2014-07-03T00:00:00.000Z,593.08,594.25,589.0,591.7,898900,29.5803677131,29.6387224548,29.3768742547,29.5115390433,17978000,0.0,1.0
2014-07-07T00:00:00.000Z,590.76,595.645,587.94,593.51,1336700,29.4646557466,29.7082992622,29.3240058562,29.6018143275,26734000,0.0,1.0
2014-07-08T00:00:00.000Z,578.4,587.97,574.0,586.365,2125200,28.8481902698,29.3255021317,28.6287365403,29.2454513962,42504000,0.0,1.0
2014-07-09T00:00:00.000Z,583.36,584.1,577.0,578.95,1372800,29.0955744741,29.1324826013,28.7783640832,28.875621986,27456000,0.0,1.0
2014-07-10T00:00:00.000Z,580.04,585.25,572.1001,573.0,1436200,28.92998666,29.1898398261,28.5339774173,28.5788606926,28724000,0.0,1.0
2014-07-11T00:00:00.000Z,586.65,588.23,580.575,581.0,1511600,29.2596660128,29.3384698521,28.9566702384,28.9778674737,30232000,0.0,1.0
2014-07-14T00:00:00.000Z,594.26,594.86,586.693,590.6,1951600,29.6392212133,29.6691467218,29.2618106742,29.4566756109,39032000,0.0,1.0
2014-07-15T00:00:00.000Z,593.06,595.2999,585.31,595.15,1673800,29.5793701961,29.6910871072,29.192832377,29.6836107177,33476000,0.0,1.0
2014-07-16T00:00:00.000Z,590.62,597.0,590.25,596.89,1440800,29.4576731279,29.7758810358,29.4392190643,29.7703946925,28816000,0.0,1.0
2014-07-17T00:00:00.000Z,580.82,589.5,576.85,588.97,2935300,28.9688898211,29.4018121785,28.770882706,29.3753779793,58706000,0.0,1.0
2014-07-18T00:00:00.000Z,605.11,606.7,590.92,603.01,4871600,30.1803741601,30.2596767578,29.4726358822,30.07563488,97432000,0.0,1.0
2014-07-21T00:00:00.000Z,598.44,604.16,594.45,601.35,2237900,29.8477022564,30.1329921048,29.6486976243,29.992840973,44758000,0.0,1.0
2014-07-22T00:00:00.000Z,603.57,608.89,599.2576,599.7,1881600,30.1035653547,30.3689048641,29.8884807494,29.9105458244,37632000,0.0,1.0
2014-07-23T00:00:00.000Z,605.19,607.05,601.35,602.05,1106000,30.1843642279,30.2771333045,29.992840973,30.0277540663,22120000,0.0,1.0
2014-07-24T00:00:00.000Z,603.01,608.91,601.0,605.53,1355000,30.07563488,30.3699023811,29.9753844263,30.2013220161,27100000,0.0,1.0
2014-07-25T00:00:00.000Z,598.08,601.0,595.75,599.25,1360000,29.8297469512,29.9753844263,29.7135362262,29.8881016929,27200000,0.0,1.0
2014-07-28T00:00:00.000Z,599.02,601.098,592.59,597.75,1358100,29.876630248,29.9802722594,29.5559285477,29.8132879215,27162000,0.0,1.0
2014-07-29T00:00:00.000Z,593.95,598.49,592.17,597.7,1366600,29.6237597005,29.8501960487,29.5349806917,29.8107941291,27332000,0.0,1.0
2014-07-30T00:00:00.000Z,595.44,598.45,592.7,595.81,1215100,29.6980747135,29.8482010148,29.561414891,29.7165287771,24302000,0.0,1.0
2014-07-31T00:00:00.000Z,579.55,591.9899,577.68,588.96,2309500,28.9055474946,29.5259980516,28.8122796595,29.3748792208,46190000,0.0,1.0
2014-08-01T00:00:00.000Z,573.6,583.43,570.3,578.555,2213300,28.6087862012,29.0990657834,28.444195904,28.8559210262,44266000,0.0,1.0
2014-08-04T00:00:00.000Z,582.27,583.82,572.26,576.51,1519400,29.0412098002,29.118517364,28.5419525654,28.7539249178,30388000,0.0,1.0
2014-08-05T00:00:00.000Z,573.14,580.2,570.31,579.38,1643800,28.5858433113,28.9379667956,28.4446946625,28.8970686005,32876000,0.0,1.0
2014-08-06T00:00:00.000Z,574.49,578.644,567.45,569.5,1322800,28.6531757056,28.8603599767,28.3020497383,28.4042952259,26456000,0.0,1.0
2014-08-07T00:00:00.000Z,571.81,578.31,569.43,576.05,1163000,28.5195084339,28.8437014436,28.4008039166,28.7309820279,23260000,0.0,1.0
2014-08-08T00:00:00.000Z,577.94,579.5639,569.02,572.02,1493300,28.8252473799,28.9062407689,28.3803548191,28.529982362,29866000,0.0,1.0
2014-08-11T00:00:00.000Z,577.25,579.69,575.298,579.0,1171300,28.7908330451,28.9125301133,28.6934753905,28.8781157784,23426000,0.0,1.0
2014-08-12T00:00:00.000Z,572.12,575.9,569.91,575.0,1394500,28.5349699467,28.7235006508,28.4247443234,28.6786123879,27890000,0.0,1.0
2014-08-13T00:00:00.000Z,584.56,586.125,575.2,576.45,1899400,29.1554254912,29.2334811928,28.6885875574,28.750932367,37988000,0.0,1.0
2014-08-14T00:00:00.000Z,584.65,587.8,580.92,586.69,1272900,29.1599143175,29.3170232376,28.9738774059,29.2616610467,25458000,0.0,1.0
2014-08-15T00:00:00.000Z,583.71,589.47,580.76,587.5,1723400,29.1130310208,29.4003159031,28.9658972702,29.3020604833,34468000,0.0,1.0
2014-08-18T00:00:00.000Z,592.7,595.05,586.55,587.1,1466000,29.561414891,29.6786231329,29.254678428,29.2821101442,29320000,0.0,1.0
2014-08-19T00:00:00.000Z,597.11,597.81,594.44,595.59,1043200,29.781367379,29.8162804724,29.6481988658,29.7055560906,20864000,0.0,1.0
2014-08-20T00:00:00.000Z,595.41,596.99,593.001,596.95,967300,29.696578438,29.7753822773,29.5764275211,29.7733872434,19346000,0.0,1.0
2014-08-21T00:00:00.000Z,592.42,595.25,591.101,594.9,1132000,29.5474496536,29.6885983024,29.4816634106,29.6711417558,22640000,0.0,1.0
2014-08-22T00:00:00.000Z,592.54,594.99,589.8,593.27,877200,29.5534347553,29.675630582,29.4167749328,29.5898441241,17544000,0.0,1.0
2014-08-25T00:00:00.000Z,590.57,595.58,589.26,594.77,1295600,29.4551793355,29.7050573321,29.3898419751,29.6646578956,25912000,0.0,1.0
2014-08-26T00:00:00.000Z,588.12,592.05,587.45,592.0,1471700,29.3329835088,29.52899559,29.2995666909,29.5265017976,29434000,0.0,1.0
2014-08-27T00:00:00.000Z,583.0,589.37,580.9,587.81,1364600,29.0776191689,29.3953283184,28.9728798889,29.317521996,27292000,0.0,1.0
2014-08-28T00:00:00.000Z,580.32,584.71,577.88,580.02,1405800,28.9439518973,29.1629068684,28.8222548291,28.928989143,28116000,0.0,1.0
2014-08-29T00:00:00.000Z,582.36,582.8999,578.24,582.35,1206100,29.0456986265,29.0726265966,28.8402101342,29.045199868,24122000,0.0,1.0
2014-09-02T00:00:00.000Z,588.63,589.3,582.4,582.95,1583000,29.3584201911,29.391837009,29.0476936604,29.0751253766,31660000,0.0,1.0
2014-09-03T00:00:00.000Z,589.52,594.49,586.5,591.73,1579000,29.4028096955,29.6506926582,29.2521846356,29.5130353188,31580000,0.0,1.0
2014-09-04T00:00:00.000Z,593.14,598.0,590.6,592.13,1630800,29.5833602639,29.8257568834,29.4566756109,29.5329856578,32616000,0.0,1.0
2014-09-05T00:00:00.000Z,597.78,598.5,593.55,595.13,1799100,29.8147841969,29.8506948072,29.6038093614,29.6826132007,35982000,0.0,1.0
2014-09-08T00:00:00.000Z,601.63,603.52,598.0231,599.14,1599200,30.0068062103,30.1010715623,29.8269090155,29.8826153497,31984000,0.0,1.0
2014-09-09T00:00:00.000Z,591.97,600.6,590.48,600.27,1571200,29.5250055222,29.9554340872,29.4506905092,29.9389750575,31424000,0.0,1.0
2014-09-10T00:00:00.000Z,593.42,593.72,587.14,591.74,1160100,29.5973255013,29.6122882555,29.2841051781,29.5135340772,23202000,0.0,1.0
2014-09-11T00:00:00.000Z,591.11,591.945,586.04,590.0,1501400,29.4821122932,29.523758626,29.2292417457,29.4267501024,30028000,0.0,1.0
2014-09-12T00:00:00.000Z,584.9,591.48,583.28,590.39,1851500,29.1723832794,29.5005663569,29.0915844063,29.4462016829,37030000,0.0,1.0
2014-09-15T00:00:00.000Z,581.64,583.92,577.01,582.24,1545400,29.0097880162,29.1235049488,28.7788628416,29.0397135247,30908000,0.0,1.0
2014-09-16T00:00:00.000Z,588.78,590.15,580.95,580.95,1579600,29.3659015682,29.4342314795,28.9753736813,28.9753736813,31592000,0.0,1.0
